ID,MntWines,MntMeatProducts,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Education,Average Income binned
7685,30,12,2,0,4,Graduation,Less average
3179,249,940,6,6,7,Graduation,High
9780,465,132,8,3,13,Master,More average
10681,129,259,6,3,12,2n Cycle,More average
10232,174,81,3,2,7,PhD,Less average
4184,189,29,3,2,5,PhD,More average
9120,747,161,4,2,9,Graduation,More average
891,6,2,1,0,2,Master,Less average
10381,14,3,1,0,2,Graduation,Less average
3525,12,4,1,0,2,Graduation,Less average
6818,98,106,5,1,5,Graduation,Less average
3526,32,5,1,0,3,PhD,Less average
8181,51,49,4,1,3,2n Cycle,Less average
1029,200,44,5,1,5,PhD,More average
7369,25,25,2,0,3,Master,Less average
2574,1050,144,6,4,8,PhD,More average
8159,117,22,4,1,3,Graduation,More average
1160,9,17,3,0,3,Graduation,Low
10242,56,11,2,0,4,PhD,Less average
5253,145,46,4,2,4,Master,More average
5966,203,10,3,1,6,PhD,Less average
5314,270,27,7,1,5,Graduation,Less average
5081,9,16,1,0,3,2n Cycle,Less average
5123,37,23,2,1,3,Master,Less average
5756,46,7,2,0,3,Graduation,Less average
8036,31,13,2,1,4,2n Cycle,Less average
9058,1060,530,5,11,5,Graduation,High
5057,264,188,4,4,10,Master,More average
254,399,30,7,1,7,Graduation,More average
4179,8,9,1,1,3,Graduation,Low
3710,19,35,2,1,2,PhD,Less average
7627,817,797,5,11,5,Master,High
4501,292,635,3,7,9,Master,More average
6424,12,2,1,0,3,Graduation,Less average
3075,130,168,3,4,7,PhD,More average
4992,6,16,3,1,2,Master,Low
5252,16,18,2,0,3,Graduation,Low
7444,19,9,1,0,3,Master,Less average
6919,4,15,2,1,3,2n Cycle,Less average
3537,31,31,3,0,4,Graduation,Less average
10277,36,2,1,0,3,Graduation,Less average
2453,526,135,5,3,12,Graduation,More average
7972,400,519,3,4,9,Graduation,More average
895,410,114,5,2,10,PhD,More average
1177,80,26,3,1,3,Master,Less average
7141,88,46,5,1,2,Master,Low
7232,55,6,1,1,3,Graduation,Less average
8477,5,13,1,0,3,Graduation,Less average
2457,8,5,1,0,3,Basic,Less average
988,410,592,6,4,7,Graduation,High
7930,101,76,3,1,6,Master,Less average
4587,162,53,3,1,7,Master,Less average
6682,2,1,1,0,3,Basic,Low
6222,25,8,2,0,3,Graduation,Low
10299,389,248,6,3,13,PhD,Less average
3083,215,87,6,2,5,Graduation,Less average
8953,27,5,1,0,3,Master,Less average
8650,5,10,1,0,3,Graduation,More average
10862,179,83,1,2,9,Master,Less average
2782,352,27,6,1,7,PhD,More average
6941,17,12,2,1,2,Graduation,Less average
10972,625,169,4,3,6,Graduation,More average
10708,10,11,1,0,3,2n Cycle,Less average
6583,390,323,6,8,6,2n Cycle,More average
3641,10,15,2,0,3,Graduation,Low
10156,215,507,8,4,7,Graduation,High
4299,1001,572,11,11,5,Graduation,More average
3469,19,33,3,0,3,PhD,Less average
5063,41,129,4,1,4,Graduation,Less average
10727,1181,199,7,3,13,PhD,More average
9624,603,207,3,4,6,PhD,More average
5156,129,259,6,3,12,2n Cycle,More average
4376,10,15,2,1,3,2n Cycle,Less average
8923,514,732,6,7,7,Graduation,High
8461,14,1,1,0,2,Graduation,Less average
6945,387,713,9,11,11,Graduation,High
944,121,69,4,2,7,Graduation,More average
1907,965,279,8,4,9,Master,More average
701,707,250,6,2,8,Graduation,More average
3856,571,142,4,5,13,Graduation,More average
4149,586,653,5,9,6,PhD,High
2131,1063,102,9,4,6,PhD,More average
2942,305,27,5,4,4,Graduation,Less average
1173,1200,758,4,2,6,Master,High
4381,163,40,3,1,6,PhD,Less average
3376,125,73,3,1,6,Master,More average
4679,721,152,7,6,12,Master,High
10928,315,62,7,1,7,Graduation,More average
4248,1000,711,4,6,9,Master,High
6728,16,17,1,0,3,Graduation,Less average
6661,757,217,9,6,12,Graduation,More average
4725,30,25,1,1,4,PhD,More average
3277,219,100,7,1,5,Graduation,Less average
2564,111,28,3,1,4,Graduation,More average
946,45,52,3,1,5,2n Cycle,Less average
3867,410,420,9,3,13,PhD,More average
6940,100,39,3,2,3,PhD,Less average
55,509,65,7,2,9,Graduation,More average
7093,3,5,0,0,3,Graduation,Low
5084,445,213,6,4,13,Graduation,More average
1777,2,11,2,0,3,Basic,Low
8162,4,11,1,0,3,Master,Low
10826,6,7,1,1,2,Graduation,Low
8754,14,3,1,0,2,PhD,Less average
1987,1,11,2,0,3,Basic,Low
11007,26,6,1,0,3,PhD,Less average
7426,111,37,3,1,5,2n Cycle,More average
9153,418,428,7,8,10,PhD,More average
10379,327,122,5,2,9,Master,More average
9204,371,194,4,3,6,Graduation,More average
3197,275,107,6,4,8,Graduation,High
2920,789,142,2,4,8,PhD,More average
6961,1,5,1,0,2,Graduation,Less average
4673,1004,145,10,3,5,PhD,High
9937,187,149,2,2,12,Graduation,More average
8779,56,76,4,1,3,2n Cycle,Less average
9596,365,117,3,3,13,PhD,More average
2891,595,123,8,9,4,Graduation,More average
4910,1132,384,11,5,13,Graduation,More average
75,34,137,8,1,5,2n Cycle,Less average
10120,116,82,3,1,6,Graduation,Less average
6327,565,435,2,8,6,Graduation,More average
10142,372,126,5,2,11,PhD,More average
9826,899,838,5,6,10,PhD,High
10767,760,480,3,5,12,PhD,High
7279,260,559,4,6,4,PhD,More average
7230,459,24,4,5,7,PhD,More average
143,466,224,5,3,4,Graduation,More average
450,67,80,1,4,4,Master,Less average
9316,2,7,1,0,3,Basic,Low
6379,67,20,2,2,2,Master,Less average
9239,92,18,2,1,4,Master,More average
8315,4,11,1,0,2,Graduation,Less average
2868,20,28,2,0,3,PhD,Less average
10888,273,178,8,4,6,Graduation,Less average
1277,434,388,10,7,10,Graduation,High
9977,321,309,9,3,5,Graduation,High
10196,212,177,8,2,8,Graduation,More average
6384,909,278,5,2,11,Graduation,More average
8029,1184,352,3,4,7,Master,High
968,112,21,4,1,4,Master,Less average
6988,656,455,8,4,8,Graduation,More average
4472,23,8,1,1,3,PhD,Less average
6991,537,42,9,3,6,Graduation,Less average
3336,712,45,2,4,5,PhD,More average
4301,23,13,1,1,2,Master,Less average
1940,1,4,1,0,2,Graduation,Low
1272,664,83,7,5,10,Master,More average
1388,6,21,2,1,3,Graduation,Less average
1044,299,201,5,4,8,Graduation,More average
6969,99,66,4,1,5,Graduation,More average
10479,749,294,3,2,5,PhD,High
3619,345,501,5,3,8,2n Cycle,High
1715,9,18,2,0,3,Graduation,Low
10159,440,368,11,5,9,Graduation,More average
1463,8,5,1,0,2,Graduation,Less average
5114,670,249,5,4,5,Master,High
4990,524,134,11,1,8,Graduation,More average
4329,6,6,1,0,3,PhD,Low
10936,597,597,5,6,4,Graduation,More average
4692,7,12,4,1,2,Graduation,Low
7212,54,7,2,0,3,Graduation,Less average
6086,445,706,6,5,12,Graduation,High
437,294,218,3,8,11,Master,High
11171,292,77,6,3,5,Master,More average
11101,412,132,11,6,8,Graduation,High
5329,8,3,0,0,3,PhD,Less average
610,349,78,7,2,6,PhD,More average
9384,328,124,4,2,10,Graduation,More average
5956,144,99,6,1,4,PhD,Less average
10430,1126,211,4,3,4,Graduation,High
7875,967,617,4,8,13,Graduation,More average
7072,432,341,8,5,4,Graduation,More average
6255,138,63,4,1,7,Master,More average
6516,0,1,1,0,2,Basic,Low
5564,509,497,7,5,6,Graduation,More average
5682,948,86,6,9,11,PhD,More average
7458,39,25,3,0,3,Master,Less average
5237,28,21,2,1,3,PhD,Less average
7761,13,24,3,0,4,2n Cycle,Less average
5278,307,360,6,9,5,Graduation,High
3560,901,345,4,4,11,Graduation,High
7235,2,12,2,0,4,2n Cycle,Low
10548,283,372,3,8,12,Graduation,More average
2281,4,7,1,0,2,Graduation,Less average
4073,769,252,10,10,7,2n Cycle,More average
6974,518,742,6,10,5,PhD,High
7938,350,66,3,2,10,PhD,More average
7094,445,213,6,4,13,Graduation,More average
3667,778,689,8,5,11,Graduation,High
7723,709,374,8,6,6,Graduation,High
3870,359,314,7,3,13,2n Cycle,More average
4012,799,375,7,6,5,PhD,More average
5909,895,101,3,4,8,Graduation,More average
10470,40,23,2,1,3,Master,Less average
6488,76,7,3,2,2,PhD,Less average
10270,11,22,3,0,3,2n Cycle,Less average
6887,245,223,8,1,8,Graduation,High
6406,647,391,6,4,10,Master,High
7573,39,9,2,1,2,PhD,Less average
4508,203,305,2,11,5,Graduation,High
221,138,38,3,2,4,Graduation,Less average
5331,587,898,3,6,7,Graduation,High
1911,595,291,11,5,12,Graduation,More average
20,43,23,2,1,4,2n Cycle,Less average
8786,301,74,6,1,7,Master,More average
10582,180,348,5,2,12,Graduation,More average
1915,794,243,8,5,6,PhD,High
8897,392,91,7,3,7,Graduation,Less average
2371,39,22,2,0,4,Graduation,Less average
4303,107,12,0,0,1,PhD,Low
6825,13,3,1,0,2,Graduation,Less average
1072,70,17,2,1,3,PhD,Less average
4964,680,392,2,11,4,PhD,More average
2461,26,11,1,0,3,Master,More average
10736,522,522,6,9,5,Graduation,More average
3194,412,546,4,4,10,PhD,More average
10839,6,5,1,0,3,Graduation,Less average
49,2,6,1,1,2,Graduation,Low
4290,1,8,1,0,2,Graduation,Less average
10219,6,15,1,0,3,Graduation,Less average
4211,4,5,2,0,3,Basic,Low
1135,18,19,3,0,4,Master,Low
6299,324,186,6,8,4,PhD,Less average
10846,327,125,7,1,8,Master,Less average
347,229,71,7,1,5,Graduation,Less average
6543,521,706,3,6,4,Master,More average
10446,184,446,5,4,7,PhD,High
3479,4,11,2,0,3,Graduation,Low
11075,183,64,3,3,5,Graduation,More average
4442,31,35,1,1,5,Graduation,Less average
199,219,60,4,1,7,Master,Less average
6722,479,136,10,3,7,PhD,More average
796,584,212,11,4,8,2n Cycle,More average
3749,627,597,6,5,12,Graduation,More average
8523,24,16,4,0,3,Graduation,Low
310,330,159,4,4,9,Master,More average
8629,19,10,1,0,3,Graduation,Less average
236,28,29,2,1,4,Graduation,Less average
9930,606,228,6,8,13,PhD,High
3483,1039,204,2,8,12,Graduation,Less average
4599,411,26,7,1,7,Master,Less average
7326,34,19,1,1,3,Master,More average
7352,161,136,3,4,6,Graduation,More average
2350,623,178,3,2,8,Graduation,More average
9145,604,470,5,9,6,Graduation,More average
2964,3,8,1,1,2,Graduation,Less average
5585,12,17,2,0,3,Graduation,Low
9687,184,256,5,4,6,Graduation,More average
3732,393,239,5,7,9,Master,More average
6303,410,747,5,5,12,PhD,High
11176,376,83,5,4,7,PhD,More average
2986,7,4,1,0,2,Graduation,Less average
7462,68,226,10,2,4,Graduation,Low
3900,642,49,9,2,9,Graduation,More average
7034,8,9,2,0,3,2n Cycle,Low
9493,840,804,5,4,8,PhD,High
1143,7,13,2,0,3,Graduation,Low
1,464,64,7,3,7,Graduation,More average
3855,30,47,3,2,2,Graduation,Low
5536,1492,287,5,10,4,Graduation,High
5989,752,476,10,2,11,2n Cycle,High
9499,1279,287,3,4,7,Graduation,High
6768,22,8,1,0,3,Graduation,Less average
2150,860,409,8,9,4,PhD,High
6646,3,5,1,0,3,Graduation,Low
4887,10,28,2,0,3,PhD,More average
8560,351,156,6,4,7,Graduation,Less average
3321,421,90,7,3,7,PhD,More average
11003,2,7,2,0,3,2n Cycle,Low
10402,25,9,1,0,3,Graduation,Less average
9904,336,274,6,5,12,Graduation,More average
6141,191,97,6,1,5,Master,Less average
5687,563,774,7,7,12,Graduation,High
10856,31,6,1,0,3,2n Cycle,Less average
5121,479,82,7,6,5,Graduation,More average
4186,18,15,2,1,3,Graduation,Less average
368,91,52,3,2,6,Graduation,Less average
3312,5,24,3,0,4,Graduation,Less average
11121,2,28,4,0,3,Graduation,Low
5332,362,431,3,6,7,2n Cycle,High
5848,724,929,5,6,7,Graduation,High
10343,605,399,3,6,8,2n Cycle,More average
5935,547,140,7,5,8,Master,More average
2895,104,54,3,1,5,Graduation,Less average
10262,8,15,3,1,3,Graduation,Low
7848,224,25,5,3,3,Graduation,Less average
9477,384,102,6,2,9,PhD,More average
4856,556,845,7,7,10,2n Cycle,High
7186,24,2,1,1,2,PhD,Less average
5794,408,21,7,1,7,PhD,Less average
1456,265,303,10,2,12,Graduation,More average
4877,34,7,1,0,3,Master,Less average
425,374,116,6,2,11,Graduation,More average
3007,27,10,1,0,3,Graduation,Less average
1031,600,350,6,9,10,2n Cycle,High
4297,13,18,2,0,3,Graduation,Low
807,167,89,6,1,4,Master,Less average
9553,0,3,0,0,3,Graduation,Low
4271,46,69,4,1,6,2n Cycle,Less average
4120,88,78,6,1,4,2n Cycle,Less average
2036,243,119,4,2,8,PhD,More average
115,275,68,5,1,8,Master,Less average
4259,6,4,1,0,2,Master,Low
8687,121,90,2,3,8,Graduation,More average
2447,4,15,2,0,3,Graduation,Less average
10140,1308,396,5,7,4,PhD,More average
9353,515,267,5,5,4,Graduation,More average
3623,4,16,4,0,3,Graduation,Low
738,48,57,3,1,4,2n Cycle,Less average
7631,562,168,5,7,10,Master,More average
4789,769,500,4,8,5,Graduation,High
773,379,93,6,6,4,Master,Less average
10602,29,59,3,0,4,Graduation,Less average
1446,387,569,6,9,12,Master,High
3270,12,38,3,1,3,2n Cycle,Low
8443,6,12,3,1,2,Graduation,Low
9653,27,14,2,0,3,Graduation,Less average
8916,9,5,0,0,3,Graduation,Less average
8017,22,19,2,0,3,2n Cycle,More average
5830,899,838,5,6,10,PhD,High
4597,889,685,3,2,13,PhD,High
7023,189,55,6,1,4,PhD,Less average
8086,48,2,2,0,3,Graduation,Less average
8825,230,156,9,2,5,Graduation,More average
2930,852,207,2,6,10,Master,More average
1928,35,20,2,0,3,Graduation,Less average
7108,205,47,5,2,5,Master,More average
10925,255,446,3,10,11,Graduation,High
9960,0,1,1,0,2,Basic,Less average
8800,437,206,7,10,5,PhD,Less average
9224,825,53,8,10,5,PhD,More average
5519,316,161,6,9,4,Graduation,More average
5046,756,354,10,6,7,Graduation,High
7037,194,134,4,2,8,PhD,Less average
905,7,18,4,0,3,Graduation,Low
8624,183,493,4,3,10,Graduation,High
8945,171,11,4,1,4,Graduation,More average
6445,243,405,4,5,6,Graduation,More average
2727,181,69,3,3,6,Graduation,More average
6404,151,89,4,1,6,Graduation,More average
11074,494,391,3,4,10,Graduation,High
10150,464,873,7,4,7,Graduation,High
1968,5,5,1,0,2,Graduation,Less average
6534,29,29,2,0,3,Graduation,Less average
9485,102,49,2,1,6,PhD,Less average
7053,604,674,3,10,8,PhD,High
4654,571,523,3,10,5,Graduation,High
9760,953,71,10,5,10,PhD,More average
1048,63,67,3,1,4,Master,Less average
10619,770,890,7,3,7,Graduation,High
9308,398,265,3,4,6,Graduation,More average
10505,741,154,3,4,7,Master,More average
8362,1478,403,7,6,6,PhD,High
2625,156,56,3,2,7,2n Cycle,Less average
4637,960,464,6,9,9,PhD,High
9972,38,2,1,0,3,PhD,Less average
4483,315,473,2,10,6,Graduation,More average
4487,15,25,2,0,4,Master,Less average
4988,19,20,1,1,4,PhD,Less average
8931,812,431,11,4,10,Graduation,High
5871,73,217,6,1,6,Master,Low
2008,372,384,4,5,9,Graduation,High
3139,871,704,4,4,10,2n Cycle,More average
10037,375,335,5,4,6,Graduation,More average
10673,760,466,6,9,5,PhD,More average
5303,471,510,6,4,9,PhD,High
538,31,27,1,1,4,Graduation,Less average
7922,819,72,11,2,10,PhD,More average
5692,1,3,1,0,3,Basic,Low
4843,203,305,2,11,5,Graduation,High
6383,26,15,3,0,3,PhD,Less average
1628,354,311,9,3,4,Graduation,More average
1204,1253,447,11,5,11,PhD,More average
3673,371,238,7,5,11,Graduation,More average
760,588,76,8,4,9,PhD,More average
8957,480,249,6,3,5,2n Cycle,More average
4128,517,54,7,4,7,PhD,More average
6810,267,606,3,2,6,Graduation,High
5386,1111,790,5,8,5,Graduation,High
8700,7,14,2,1,3,Basic,Low
3202,1166,48,4,4,10,PhD,More average
1328,261,144,4,4,9,2n Cycle,More average
8405,135,51,4,2,5,Graduation,More average
6515,6,18,2,0,3,Graduation,Less average
2882,711,142,3,2,9,2n Cycle,More average
7574,11,13,2,0,3,PhD,Less average
6387,42,17,2,1,3,PhD,More average
5320,79,58,3,1,4,Master,Less average
5048,20,43,3,1,2,PhD,Less average
8146,30,8,1,1,2,Master,Less average
10031,20,23,3,0,4,PhD,Low
5748,115,44,5,2,6,Graduation,More average
2134,263,233,5,5,8,Graduation,More average
1523,69,15,2,0,4,Graduation,More average
9665,267,30,5,2,5,PhD,More average
4640,561,171,4,7,13,Graduation,More average
3635,492,37,6,3,8,PhD,More average
3547,14,9,2,0,3,Master,Less average
2456,80,46,2,1,5,PhD,Less average
5633,97,84,3,1,6,Graduation,Less average
7801,197,227,5,2,11,Graduation,More average
10489,693,925,6,7,9,Graduation,High
7011,43,27,3,0,4,Graduation,Less average
2620,14,2,1,0,2,PhD,Less average
3933,186,234,10,2,6,Graduation,Less average
10981,434,400,3,4,10,Graduation,High
1734,59,11,3,0,4,PhD,Less average
10995,16,30,3,0,4,2n Cycle,Low
6357,230,75,7,1,7,2n Cycle,More average
9209,829,430,4,6,13,Master,High
10286,318,407,2,8,13,Graduation,High
2611,1206,445,2,4,12,Master,High
1600,292,77,6,3,5,Master,More average
3308,30,12,2,0,4,Graduation,Less average
5407,729,133,10,6,7,Graduation,More average
2166,12,3,0,1,2,2n Cycle,Less average
3955,2,1,0,0,0,Graduation,Low
6634,22,18,2,0,3,Master,Less average
3056,587,337,11,6,9,Graduation,More average
5718,674,108,5,11,6,Graduation,High
6872,284,84,4,2,8,PhD,More average
8164,1023,651,5,6,7,PhD,High
4580,1394,708,9,7,9,Graduation,High
9305,311,640,4,9,13,2n Cycle,High
453,27,12,2,0,3,PhD,Less average
8545,1296,311,2,4,10,Graduation,High
9850,3,7,0,0,3,2n Cycle,Low
7378,393,136,10,1,6,Master,Less average
7646,218,282,5,3,12,Graduation,More average
1640,66,16,1,1,4,Graduation,More average
5184,4,11,1,0,2,Graduation,Less average
8492,795,545,8,4,10,Graduation,High
11188,15,19,2,1,3,Graduation,Less average
1212,384,292,8,8,6,Graduation,More average
9097,244,32,3,1,8,Graduation,Less average
10473,158,288,6,4,9,PhD,High
7962,1285,449,4,3,4,PhD,High
9984,349,144,8,5,4,2n Cycle,More average
5527,4,11,2,0,3,Graduation,Low
6374,223,31,5,2,4,PhD,Less average
7453,157,127,3,8,4,Graduation,Less average
8952,397,288,6,5,10,Master,More average
241,901,345,4,4,11,Graduation,High
8975,14,21,3,1,2,Graduation,Low
6119,10,3,1,0,2,PhD,Less average
5236,1230,396,10,2,8,Graduation,High
5723,81,31,1,1,5,PhD,Less average
1710,154,66,6,1,4,Graduation,Less average
1970,63,21,3,0,3,Master,Less average
5313,30,11,2,0,4,Master,Less average
10634,90,165,4,2,8,Master,More average
7010,635,254,6,6,7,2n Cycle,More average
8562,127,73,2,1,7,Graduation,More average
3158,13,6,1,0,3,Graduation,Less average
4436,18,24,2,1,4,Graduation,Low
5287,45,26,3,1,3,Graduation,Less average
2445,38,24,2,0,3,PhD,Less average
6059,986,168,11,3,4,PhD,More average
4550,61,3,1,1,3,Master,Less average
4240,4,16,2,1,2,Graduation,Low
8911,201,172,5,4,9,PhD,More average
3706,19,29,2,2,2,Graduation,Less average
3628,4,11,2,1,2,Basic,Low
10175,18,2,1,0,3,PhD,Less average
8985,806,161,10,7,10,2n Cycle,More average
5204,380,733,8,8,5,Graduation,High
9220,576,961,8,6,5,Graduation,High
9888,458,356,4,4,7,Graduation,More average
5263,5,13,1,0,3,2n Cycle,Less average
1020,350,568,5,6,7,Graduation,High
9503,39,130,5,1,5,Graduation,Less average
10613,26,16,3,0,4,PhD,Less average
67,68,16,2,0,4,Master,Less average
6019,45,9,1,2,2,PhD,Less average
5863,359,134,6,3,8,Graduation,Less average
3717,403,29,5,5,6,Graduation,More average
6730,34,14,2,0,3,Graduation,Less average
10749,73,66,0,1,0,Graduation,Low
4998,292,415,4,5,4,Graduation,High
6287,14,16,1,1,2,Graduation,Less average
5985,80,37,2,1,4,Master,Less average
4754,30,33,2,0,4,Master,Less average
4002,463,333,7,7,12,PhD,High
8870,75,141,6,1,5,Graduation,Less average
966,538,91,6,2,11,Graduation,Less average
4767,635,254,6,6,7,2n Cycle,More average
9725,8,3,1,0,2,PhD,Less average
4475,1315,780,7,8,9,PhD,More average
5740,4,12,1,2,2,2n Cycle,Low
5731,12,13,1,0,3,Master,Less average
7290,347,534,3,5,12,Graduation,More average
3846,192,53,6,1,4,Graduation,Less average
8104,241,12,5,1,5,PhD,More average
4507,631,491,6,7,8,Graduation,More average
11013,336,282,2,8,6,Graduation,More average
4491,1099,45,3,4,10,Master,More average
3759,743,181,7,6,11,Graduation,More average
1162,124,267,5,2,11,PhD,Less average
2055,15,8,1,1,2,PhD,Less average
10766,397,69,4,4,8,PhD,More average
4415,10,4,1,1,3,Graduation,Low
3005,530,678,4,10,8,Graduation,High
2223,1215,249,8,9,8,2n Cycle,More average
4817,3,7,1,0,2,Graduation,Low
2875,444,382,3,7,13,Graduation,More average
10536,26,15,3,0,3,PhD,Less average
11112,736,279,5,6,8,Graduation,More average
3807,473,176,9,2,9,Graduation,More average
9197,32,5,2,0,3,Graduation,Less average
10832,288,30,6,1,6,Graduation,Less average
6421,1050,555,4,7,9,Graduation,High
4207,1001,107,6,7,11,PhD,High
577,9,7,1,0,3,2n Cycle,Less average
10855,234,77,4,1,8,Master,Less average
3081,7,6,1,0,2,PhD,Less average
3535,251,334,4,3,5,Graduation,More average
247,172,125,7,2,4,Graduation,Less average
8707,565,548,5,6,4,Graduation,High
9523,5,8,0,0,3,Graduation,Less average
6072,918,842,5,8,6,Master,High
6295,652,158,11,6,5,Graduation,More average
10914,4,7,1,0,3,Graduation,Low
1509,152,103,9,9,4,PhD,High
5577,8,9,1,0,2,Graduation,Less average
7348,336,411,4,7,5,PhD,More average
1127,938,843,6,6,7,PhD,High
1833,68,18,2,1,4,PhD,Less average
4944,227,389,4,5,7,Graduation,More average
9080,38,22,3,0,3,PhD,Less average
6466,105,9,2,1,4,PhD,More average
9964,162,100,4,2,8,Graduation,More average
4790,574,216,4,3,5,Graduation,High
10245,160,369,3,3,8,2n Cycle,High
1109,6,5,1,0,2,Master,Less average
6001,614,160,5,8,10,Graduation,More average
5538,897,430,4,7,6,Graduation,High
10552,70,109,4,1,7,2n Cycle,More average
1545,120,206,7,2,5,Graduation,Less average
7409,211,30,4,1,6,Graduation,More average
4444,11,16,2,0,3,Graduation,Less average
146,760,400,4,5,11,PhD,High
6271,53,8,2,0,3,PhD,More average
10065,7,13,2,0,4,2n Cycle,Low
4741,391,70,6,2,9,2n Cycle,More average
246,199,57,4,1,7,Graduation,More average
375,516,449,2,2,11,Graduation,High
1524,709,115,8,2,5,2n Cycle,High
10022,12,4,1,0,2,PhD,More average
7451,1000,711,4,6,9,Master,High
11010,19,18,3,0,3,PhD,Low
4356,1224,140,3,3,5,Graduation,More average
3885,16,18,1,1,2,PhD,Less average
1175,88,54,3,5,3,Master,Less average
880,2,11,2,1,2,Basic,Low
2320,508,59,11,1,6,2n Cycle,Less average
850,381,215,6,5,9,Graduation,More average
4713,74,42,2,1,4,PhD,Less average
675,146,93,4,2,5,Master,More average
